Name,Organization_NPI,ABCD,Office_Email,Office_Hours,Apple_Health,Signed_up_to_Dentistlink,Facility_Type,Provider_Type,Delta_Dental_of_WA,Adult,Pediatric,Orthodontics,Dentures,Extractions,Billing_Address_Line_1,Billing_City,Billing_Zip/Postal_Code,Billing State/Province,Account_Owner,Latitude,Longitude,Google_Maps_link,sp_id
Edmonds General Dentistry and Implant,,0,edmondsimplant@gmail.com,,1,1,Private,Dentist,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,22727 Hwy 99 Ste 209,Edmonds,98026,WA,Lindsey Lenox,47.792646,-122.336286,http://maps.google.com/maps?&z=10&q=47.7926462+-122.33628590000001&ll=47.7926462+-122.33628590000001,
Edmonds Orthodontics,1962726281,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,21920 76Th Ave W # 201,Edmonds,98026,WA,Lindsey Lenox,47.799883,-122.33599,http://maps.google.com/maps?&z=10&q=47.7998832+-122.3359896&ll=47.7998832+-122.3359896,
Edward P Savidge DDS,,1,,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,600 Cliff St,Port Townsend,98368,WA,Lindsey Lenox,48.104136,-122.80255,http://maps.google.com/maps?&z=10&q=48.10413639999999+-122.8025505&ll=48.10413639999999+-122.8025505,
Edwin R Thorp DDS,1316942691,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,3628 Meridian -1A,Bellingham,98225,WA,Lindsey Lenox,48.780534,-122.485511,http://maps.google.com/maps?&z=10&q=48.7805335+-122.48551050000003&ll=48.7805335+-122.48551050000003,
Kids Choice Dental Puyallup LLC,1891158861,1,xyork59@gmail.com,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,9317 113Th St E Ste A,Puyallup,98373,WA,Lindsey Lenox,47.154313,-122.316308,http://maps.google.com/maps?&z=10&q=47.15431299999999+-122.31630789999997&ll=47.15431299999999+-122.31630789999997,
Ellingsen Paxton Orthodontics,1558446278,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,No Extractions,12109 E Broadway Bldg,Spokane,99206,WA,Lindsey Lenox,47.664949,-117.241967,http://maps.google.com/maps?&z=10&q=47.6649489+-117.24196740000002&ll=47.6649489+-117.24196740000002,
Elma Dental Center,,1,elmadentalcenter1@hotmail.com,,1,0,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,615 W Waldrip,Elma,98541,WA,Lindsey Lenox,47.002557,-123.4085,http://maps.google.com/maps?&z=10&q=47.0025565+-123.40849960000003&ll=47.0025565+-123.40849960000003,
Emerald City Dental Anesthesia,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,4810 Point Fosdick Dr Nw Ste 193,Gig Harbor,98335,WA,Lindsey Lenox,47.301571,-122.580725,http://maps.google.com/maps?&z=10&q=47.30157089999999+-122.58072520000002&ll=47.30157089999999+-122.58072520000002,
Emergency Tooth Doctor Vancouver,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,400 W Fourth Plain Blvd,Vancouver,98660,WA,Lindsey Lenox,45.640393,-122.675256,http://maps.google.com/maps?&z=10&q=45.6403933+-122.67525610000001&ll=45.6403933+-122.67525610000001,
Emerson Dental :  Phuong T Nguyen,1326026634,0,info@emersondentalwa.com,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,4040 Orchard St West #200,Fircrest,98466,WA,Lindsey Lenox,47.220542,-122.505186,http://maps.google.com/maps?&z=10&q=47.22054199999999+-122.50518599999998&ll=47.22054199999999+-122.50518599999998,
Englund And Desroches PLLC,,0,info@yourdentalfamily.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,No Extractions,6817 N Cedar #201,Spokane,99208,WA,Lindsey Lenox,47.720217,-117.433813,http://maps.google.com/maps?&z=10&q=47.7202165+-117.43381269999998&ll=47.7202165+-117.43381269999998,
Eric G Nelson DDS PS,1538192422,1,egnelsondds@embarqmail.com,,1,1,Private,Pediatric,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,204 N Ahtanum,Wapato,98951,WA,Konstanza Von Sternberg,46.449097,-120.427934,http://maps.google.com/maps?&z=10&q=46.4490973+-120.42793410000002&ll=46.4490973+-120.42793410000002,
Eric K Borchert DDS,1982779732,0,samantha_dr.borchert@yahoo.com,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,11 North 11Th Ave #104,Yakima,98902,WA,Lindsey Lenox,46.599113,-120.524409,http://maps.google.com/maps?&z=10&q=46.59911340000001+-120.52440899999999&ll=46.59911340000001+-120.52440899999999,
Everett Dental Care,,1,everettdentalcare@yahoo.com,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,620 Se Everett Mall Way Ste 310,Everett,98208,WA,Konstanza Von Sternberg,47.9086,-122.224151,http://maps.google.com/maps?&z=10&q=47.9086004+-122.22415109999997&ll=47.9086004+-122.22415109999997,
Everett Dental Clinic,1689704843,1,thuy55@msn.com,,1,0,Private,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,206 E Casino Rd Ste,Everett,98208,WA,Lindsey Lenox,47.921594,-122.229186,http://maps.google.com/maps?&z=10&q=47.9215943+-122.22918620000002&ll=47.9215943+-122.22918620000002,
Evergreen School District Clark Co Skills CTR Dental,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,12200 Ne 28Th Street,Vancouver,98682,WA,Lindsey Lenox,45.644598,-122.5482,http://maps.google.com/maps?&z=10&q=45.6445976+-122.54819980000002&ll=45.6445976+-122.54819980000002,
Everlast Family Dental Clinic,,1,info@everlastfamilydental.com,,1,0,Non-FQHC,Dentist,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,3609 S 19Th St,Tacoma,98405,WA,Lindsey Lenox,47.242963,-122.484046,http://maps.google.com/maps?&z=10&q=47.24296349999999+-122.4840456&ll=47.24296349999999+-122.4840456,
Evernook Dentistry LLC,1679986541,0,evernookdentistry@gmail.com,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,111 Nooksack Ave,Everson,98247,WA,Lindsey Lenox,48.92141,-122.322437,http://maps.google.com/maps?&z=10&q=48.9214101+-122.32243699999998&ll=48.9214101+-122.32243699999998,
Everyone by One Lynnwood,1053633495,1,lynnwood@everyonebyone.com,Mon-Fri Standard ? 8am-5pm Morning ? before 8am Closed Fri-Sun,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,16006 Ash Way Ste 103,Lynnwood,98087,WA,Lindsey Lenox,47.85456,-122.257542,http://maps.google.com/maps?&z=10&q=47.85456+-122.25754159999997&ll=47.85456+-122.25754159999997,
Excel Dental,1821456419,1,,Office Hours: Mon-Friday; 8AM to 5PM. Mornings after 9AM. Evening-after 5PM.,1,0,Private,Dentist,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,1401 Nw 1St St Ste 120,Battle Ground,98604,WA,Lindsey Lenox,45.780914,-122.551845,http://maps.google.com/maps?&z=10&q=45.7809144+-122.55184450000002&ll=45.7809144+-122.55184450000002,
Family Dentistry - Mitchell T Martin DDS,1275660276,1,toothdoc23@comcast.net,Office hours Mon-Thurs Standard ? 8am-5pm Morning ? before 8am Evening ? before 4:30pm Closed Fridays,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,No Extractions,"1616 W Wellesley Ave, Ste C",Spokane,99205,WA,Konstanza Von Sternberg,47.701034,-117.436068,http://maps.google.com/maps?&z=10&q=47.7010338+-117.43606799999998&ll=47.7010338+-117.43606799999998,
Family Health Centers,,1,rdillard@myfamilyhealth.org,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,1321 Main St,Oroville,98844,WA,Lindsey Lenox,48.938033,-119.435776,http://maps.google.com/maps?&z=10&q=48.93803339999999+-119.43577570000002&ll=48.93803339999999+-119.43577570000002,
Family Health Centers,1235211673,1,mwhite@myfamilyhealth.org,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,626 S 2nd Ave S,Okanogan,98840,WA,Konstanza Von Sternberg,48.361092,-119.584689,http://maps.google.com/maps?&z=10&q=48.361092+-119.58468870000002&ll=48.361092+-119.58468870000002,
Family Health Centers Twisp Dental,1871904649,1,mwhite@myfamilyhealth.org,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,110 E 2Nd Avenue,Twisp,98856,WA,Lindsey Lenox,48.365206,-120.122137,http://maps.google.com/maps?&z=10&q=48.3652055+-120.12213730000002&ll=48.3652055+-120.12213730000002,
Family Orthodontics,1790995058,0,leslie@drlaurencai.com,,1,0,,,0,Not Accepting,Not Accepting,Appointment Only,Not Accepting,,15593 Se Mill Plain Blvd,Vancouver,98684,WA,Lindsey Lenox,45.616071,-122.51182,http://maps.google.com/maps?&z=10&q=45.6160705+-122.51181959999997&ll=45.6160705+-122.51181959999997,
FHC Bridgeport Dental,1205253176,1,mwhite@myfamilyheath.org,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,1015 Columbia Blvd,Bridgeport,98813,WA,Konstanza Von Sternberg,48.005006,-119.665189,http://maps.google.com/maps?&z=10&q=48.0050062+-119.66518889999998&ll=48.0050062+-119.66518889999998,
Fircrest Children's Dentistry,1245650365,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1501 Regents Blvd Ste 200,Fircrest,98466,WA,Lindsey Lenox,47.238972,-122.525143,http://maps.google.com/maps?&z=10&q=47.2389722+-122.52514289999999&ll=47.2389722+-122.52514289999999,
Forever Smiles,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,248 E 68Th St,Tacoma,98404,WA,Lindsey Lenox,47.195282,-122.426306,http://maps.google.com/maps?&z=10&q=47.1952817+-122.42630629999996&ll=47.1952817+-122.42630629999996,
Francis J V Collins MD,1922195312,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,601 Orondo Ave #7,Wenatchee,98801,WA,Lindsey Lenox,47.41884,-120.317019,http://maps.google.com/maps?&z=10&q=47.4188401+-120.31701850000002&ll=47.4188401+-120.31701850000002,
Friday Harbor Dentistry,1265986855,1,fridayharbordentistry@gmail.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,530 Spring St,Friday Harbor,98250,WA,Lindsey Lenox,48.532184,-123.020853,http://maps.google.com/maps?&z=10&q=48.5321838+-123.02085339999996&ll=48.5321838+-123.02085339999996,
Gary D Keller DDS,1538388715,0,gdkellerdds@comcast.net,,1,1,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1005 N Pines Suite 300,Spokane,99206,WA,Lindsey Lenox,47.666433,-117.240153,http://maps.google.com/maps?&z=10&q=47.6664325+-117.24015309999999&ll=47.6664325+-117.24015309999999,
Gary Elton Berner DDS PLLC,1669708921,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,950 E Whidbey Avenue,Oak Harbor,98277,WA,Lindsey Lenox,48.29879,-122.64622,http://maps.google.com/maps?&z=10&q=48.29879010000001+-122.64621999999997&ll=48.29879010000001+-122.64621999999997,
Gary L Ostenson DDS PS,1740303148,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,217 Se Morrison Rd,Vancouver,98664,WA,Lindsey Lenox,45.618358,-122.595382,http://maps.google.com/maps?&z=10&q=45.61835809999999+-122.59538229999998&ll=45.61835809999999+-122.59538229999998,
Happy Kids Dentistry,1770806275,1,shelli@happykidsdentistry.com,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,1717 Olympia Way Ste 108,Longview,98632,WA,Konstanza Von Sternberg,46.14041,-122.939876,http://maps.google.com/maps?&z=10&q=46.1404103+-122.93987570000002&ll=46.1404103+-122.93987570000002,
Gay M Jensen RDH,1528108909,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,2021 Boulevard Rd Se,Olympia,98501,WA,Lindsey Lenox,47.030408,-122.865763,http://maps.google.com/maps?&z=10&q=47.0304079+-122.86576330000003&ll=47.0304079+-122.86576330000003,
Gene W Scheel DMD PS,1467547224,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,11818 Se Mill Plain Blvd Ste 106,Vancouver,98684,WA,Lindsey Lenox,45.62142,-122.550379,http://maps.google.com/maps?&z=10&q=45.6214197+-122.55037900000002&ll=45.6214197+-122.55037900000002,
Gentle Dental Battle Ground,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1710 Sw 9Th Ave Ste 120,Battle Ground,98604,WA,Lindsey Lenox,45.76986,-122.54566,http://maps.google.com/maps?&z=10&q=45.7698604+-122.54566039999997&ll=45.7698604+-122.54566039999997,
Gentle Dental Brush Prairie,,0,brushprairie@gentle1.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,11504 Ne 119Th St Ste 100,Vancouver,98662,WA,Lindsey Lenox,45.708336,-122.554101,http://maps.google.com/maps?&z=10&q=45.7083362+-122.55410119999999&ll=45.7083362+-122.55410119999999,
Gentle Dental Eastridge,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,322 Se 192Nd Ave Ste 100,Vancouver,98683,WA,Lindsey Lenox,45.620912,-122.47733,http://maps.google.com/maps?&z=10&q=45.6209116+-122.47732989999997&ll=45.6209116+-122.47732989999997,
Gentle Dental Hazel Dell,,1,hazeldell@gentle1.com,,1,0,,,1,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,7725 Ne Highway 99 Ste A,Vancouver,98665,WA,Lindsey Lenox,45.677964,-122.661774,http://maps.google.com/maps?&z=10&q=45.6779636+-122.6617741&ll=45.6779636+-122.6617741,
Gentle Dental Salmon Creek,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,800 Ne Tenney Rd Ste B201,Vancouver,98685,WA,Lindsey Lenox,45.720572,-122.662499,http://maps.google.com/maps?&z=10&q=45.7205719+-122.6624994&ll=45.7205719+-122.6624994,
Gentle Dental Vancouver Mall,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,8700 Ne Vancouver Mall Dr Ste 202A,Vancouver,98662,WA,Lindsey Lenox,45.658234,-122.581931,http://maps.google.com/maps?&z=10&q=45.6582341+-122.58193080000001&ll=45.6582341+-122.58193080000001,
Gentle Dentle Daniel Hughs,,1,info@chewelahdentistry.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,616 E Main Ave,Chewelah,99109,WA,Konstanza Von Sternberg,48.276036,-117.70878,http://maps.google.com/maps?&z=10&q=48.276036+-117.70878010000001&ll=48.276036+-117.70878010000001,
Gentle Smile Dental,1407060478,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,10217 19Th Ave Se Ste 202,Everett,98208,WA,Lindsey Lenox,47.904936,-122.206411,http://maps.google.com/maps?&z=10&q=47.9049361+-122.20641089999998&ll=47.9049361+-122.20641089999998,
George J Bourekis DDS,1841335957,1,,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,No Extractions,12409 E Mission,Spokane,99216,WA,Lindsey Lenox,47.672266,-117.238333,http://maps.google.com/maps?&z=10&q=47.6722663+-117.23833300000001&ll=47.6722663+-117.23833300000001,
George Orthodontics - Everett,,0,braces@georgeorthodontics.com,,1,0,,,0,Not Accepting,Not Accepting,Appointment Only,Not Accepting,,4001 Colby Ave,Everett,98201,WA,Lindsey Lenox,47.964556,-122.207724,http://maps.google.com/maps?&z=10&q=47.9645564+-122.2077243&ll=47.9645564+-122.2077243,
Gerald S Phipps MS PLLC,1144247156,0,info@phippsortho.com,,1,0,,Orthodontist,0,Not Accepting,Not Accepting,Appointment Only,Not Accepting,No Extractions,520 S Cowley St Ste 102A,Spokane,99202,WA,Konstanza Von Sternberg,47.651278,-117.409243,http://maps.google.com/maps?&z=10&q=47.6512781+-117.4092435&ll=47.6512781+-117.4092435,
Gessel Orthodontics,1104248293,0,sewing@myorthosynetics.com,,1,0,,,0,Not Accepting,Not Accepting,Appointment Only,Not Accepting,,1628 S Mildred St Ste 201,Tacoma,98465,WA,Lindsey Lenox,47.245719,-122.527649,http://maps.google.com/maps?&z=10&q=47.2457189+-122.52764930000001&ll=47.2457189+-122.52764930000001,
Pediatric Dental Care Center,1790947778,1,,,1,1,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,316 M L King Jr Way #209,Tacoma,98405,WA,Lindsey Lenox,47.258881,-122.453573,http://maps.google.com/maps?&z=10&q=47.2588805+-122.45357260000003&ll=47.2588805+-122.45357260000003,
Gladys K Semakula DDS,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,9842 Gravelly Lk Dr Sw #A,Lakewood,98499,WA,Lindsey Lenox,47.16698,-122.52113,http://maps.google.com/maps?&z=10&q=47.1669796+-122.52112999999997&ll=47.1669796+-122.52112999999997,
Goldendale Dental Center,1689696734,1,kchambersgdc@embargmail.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,617 E Collins Dr,Goldendale,98620,WA,Lindsey Lenox,45.819486,-120.812556,http://maps.google.com/maps?&z=10&q=45.8194856+-120.81255629999998&ll=45.8194856+-120.81255629999998,
Good Samaritan Hospital,1376683946,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,402 15Th Ave Se,Puyallup,98372,WA,Lindsey Lenox,47.176101,-122.288693,http://maps.google.com/maps?&z=10&q=47.1761012+-122.28869250000002&ll=47.1761012+-122.28869250000002,
Grins and Giggles Family Dentistry,1487965273,1,info@dentalgrinsandgiggles.com,"Office hours: Mon-Thurs 8am-5pm Morning ? After 9am Evening ? after 5pm Fri, evenings before 12PM Weekend hours Saturday 9am-2pm",1,1,Private,Dentist,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,917 N Pines Rd,Spokane Valley,99206,WA,Lindsey Lenox,47.666019,-117.240139,http://maps.google.com/maps?&z=10&q=47.6660188+-117.24013890000003&ll=47.6660188+-117.24013890000003,
Group Health Cooperative,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,No Extractions,5615 W Sunset Hwy,Spokane,99224,WA,Lindsey Lenox,47.641737,-117.492539,http://maps.google.com/maps?&z=10&q=47.64173719999999+-117.49253899999997&ll=47.64173719999999+-117.49253899999997,
Bruce Willis DDS,1629171889,0,yakimaortho@gmail.com,,1,0,,,0,Not Accepting,Appointment Only,Appointment Only,Not Accepting,,1107 Summitview,Yakima,98902,WA,Lindsey Lenox,46.599943,-120.525888,http://maps.google.com/maps?&z=10&q=46.59994349999999+-120.52588750000001&ll=46.59994349999999+-120.52588750000001,
Harbor Kids Dental Aberdeen,1851775514,1,cojeda@smiles4kidsdental.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,216 W Heron St,Aberdeen,98520,WA,Lindsey Lenox,46.972511,-123.81947,http://maps.google.com/maps?&z=10&q=46.97251139999999+-123.81946970000001&ll=46.97251139999999+-123.81946970000001,
Harbor Smiles Hygiene,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,5420 141St St Nw,Gig Harbor,98332,WA,Lindsey Lenox,47.386168,-122.610894,http://maps.google.com/maps?&z=10&q=47.3861676+-122.61089429999998&ll=47.3861676+-122.61089429999998,
Hardie Dentistry for Kids,1538480215,1,info@hardiedentistry.com,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,925 Ne 136Th Ave Ste 101,Vancouver,98684,WA,Lindsey Lenox,45.629655,-122.534344,http://maps.google.com/maps?&z=10&q=45.6296547+-122.5343436&ll=45.6296547+-122.5343436,
Sea Mar Tacoma,,0,,,1,0,FQHC,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,1215 11th St.,Tacoma,98405,WA,Lindsey Lenox,47.252013,-122.454373,http://maps.google.com/maps?&z=10&q=47.2520134+-122.4543731&ll=47.2520134+-122.4543731,
HealthPoint Comm Dental Clinic Auburn,1730172420,1,npethes@healthpointchc.org,,1,1,FQHC,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,126 Auburn Ave Ste 100,Auburn,98002,WA,Lindsey Lenox,47.308395,-122.228065,http://maps.google.com/maps?&z=10&q=47.3083949+-122.2280647&ll=47.3083949+-122.2280647,
Healthy Expressions Dental Inc,1295195899,1,healthydental@aol.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,181 E 1St Ave,Colville,99114,WA,Lindsey Lenox,48.544587,-117.904595,http://maps.google.com/maps?&z=10&q=48.5445871+-117.90459450000003&ll=48.5445871+-117.90459450000003,
Heather A Young,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,4782 Old Naches Hwy,Naches,98937,WA,Lindsey Lenox,46.684422,-120.642661,http://maps.google.com/maps?&z=10&q=46.6844219+-120.64266129999999&ll=46.6844219+-120.64266129999999,
Henning Dental Studio,,0,frontdesk@henningdentalstudio.com,"Mon- Fridays 8am-5pm Wed Evening ? after 5pm Fri. Morning ? before 8am Mon, Fri, Evening ? before 3pm",1,0,Private,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,10010 N Division St,Spokane,99218,WA,Lindsey Lenox,47.74829,-117.410847,http://maps.google.com/maps?&z=10&q=47.7482897+-117.41084720000003&ll=47.7482897+-117.41084720000003,
Henry Steven Harvey,1235223363,0,drbibbens@openwide.us,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,211 Whitman Way,Wenatchee,98801,WA,Lindsey Lenox,47.42796,-120.316677,http://maps.google.com/maps?&z=10&q=47.4279595+-120.31667749999997&ll=47.4279595+-120.31667749999997,
Ranieu Family Dental,1891962064,1,ranieufamilydental@gmail.com,Standard: 8-6pm Open Saturday.,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,7604 Ne 5Th Ave Ste 114,Vancouver,98665,WA,Lindsey Lenox,45.67726,-122.667941,http://maps.google.com/maps?&z=10&q=45.6772599+-122.66794110000001&ll=45.6772599+-122.66794110000001,
Hero Dental and Ortho Of Spokane PC-Dr Ronald Montano DDS,1598934853,1,msaliba@herodvo.com,,1,1,Private,Dentist,1,Not Accepting,Appointment Only,Appointment Only,Not Accepting,Limited Extractions,82 E Francis Ave,Spokane,99208,WA,Konstanza Von Sternberg,47.714617,-117.409202,http://maps.google.com/maps?&z=10&q=47.7146167+-117.409202&ll=47.7146167+-117.409202,
Highland Dental Center Renton,1013232255,1,highlanddentalcenter@gmail.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,1080 Kirkland Ave Ne,Renton,98056,WA,Lindsey Lenox,47.501597,-122.177105,http://maps.google.com/maps?&z=10&q=47.5015969+-122.17710549999998&ll=47.5015969+-122.17710549999998,
Hilander Dental,1629383096,0,rkjose@hilanderdental.com,,1,0,Private,Pediatric,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,510 Allen St,Kelso,98626,WA,Lindsey Lenox,46.143834,-122.906919,http://maps.google.com/maps?&z=10&q=46.1438339+-122.90691930000003&ll=46.1438339+-122.90691930000003,
International Comm Hlth Services - Holly Park,,0,tiphaniet@ichs.com,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,3815 S Othello St,Seattle,98118,WA,Lindsey Lenox,47.536817,-122.283813,http://maps.google.com/maps?&z=10&q=47.536817+-122.28381280000002&ll=47.536817+-122.28381280000002,
Hope Orthodontics,,0,almondorthodonticts@comcast.net,,1,1,Private,Orthodontist,1,Not Accepting,Not Accepting,Appointment Only,Not Accepting,,11102 Sunrise Blvd E Ste 101,Puyallup,98374,WA,Lindsey Lenox,47.096971,-122.28102,http://maps.google.com/maps?&z=10&q=47.0969712+-122.2810197&ll=47.0969712+-122.2810197,
Howard R Carlson DDS,1053490250,0,dhcarl@gmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,145 Lakeshore Dr,Pateros,98846,WA,Lindsey Lenox,48.054857,-119.896903,http://maps.google.com/maps?&z=10&q=48.0548565+-119.89690259999998&ll=48.0548565+-119.89690259999998,
ICHS Bellevue Medical and Dental Clinic,1114363157,0,tiphaniet@ichs.com,,1,1,Non-FQHC,Dentist,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,1050 140Th Ave Ne,Bellevue,98005,WA,Lindsey Lenox,47.619645,-122.153101,http://maps.google.com/maps?&z=10&q=47.6196446+-122.15310149999999&ll=47.6196446+-122.15310149999999,
ICHS Shoreline Medical & Dental,1275951295,0,tiphaniet@ichs.com,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,16549 Aurora Ave N,Shoreline,98133,WA,Lindsey Lenox,47.750262,-122.345944,http://maps.google.com/maps?&z=10&q=47.750262+-122.34594429999999&ll=47.750262+-122.34594429999999,
Incyte Pathology PS,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,13103 E Mansfield Ave,Spokane Valley,99216,WA,Lindsey Lenox,47.67844,-117.228318,http://maps.google.com/maps?&z=10&q=47.6784404+-117.22831769999999&ll=47.6784404+-117.22831769999999,
Inland Oral Surgery PS,1982965976,1,info@inlandoralsurgery.com,Standard,1,1,,,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,No Extractions,2204 E 29Th Ave Ste 104,Spokane,99203,WA,Lindsey Lenox,47.627683,-117.378592,http://maps.google.com/maps?&z=10&q=47.6276825+-117.3785924&ll=47.6276825+-117.3785924,
International Comm Hlth Ser - International District,1376083741,0,tiphaniet@ichs.com,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,720 8Th Ave S Ste 100,Seattle,98104,WA,Lindsey Lenox,47.596265,-122.321829,http://maps.google.com/maps?&z=10&q=47.5962645+-122.32182929999999&ll=47.5962645+-122.32182929999999,
Kidds Dental Liberty Lake,1144427964,1,jenna@growupsmiling.com,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,1327 N Stanford Lane #B,Liberty Lake,99019,WA,Lindsey Lenox,47.669185,-117.109924,http://maps.google.com/maps?&z=10&q=47.6691845+-117.10992390000001&ll=47.6691845+-117.10992390000001,
Jack R Ashlock DDS PS,1174505002,0,jack@drashlock.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,No Extractions,6821 N Country Homes Blvd Ste 202,Spokane,99208,WA,Lindsey Lenox,47.720111,-117.43482,http://maps.google.com/maps?&z=10&q=47.7201107+-117.43481969999999&ll=47.7201107+-117.43481969999999,
Jackie R Kunkle,1508052135,0,,,1,0,Private,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,No Extractions,E 8712 1/2 Maringo Dr,Spokane,99212,WA,Lindsey Lenox,47.692198,-117.287498,http://maps.google.com/maps?&z=10&q=47.6921983+-117.28749779999998&ll=47.6921983+-117.28749779999998,
Jade Orthodontics,,0,info@jadeorthodontics.com,,1,0,,,0,Not Accepting,Not Accepting,Appointment Only,Not Accepting,,1410 N Pittsburgh St #B2,Kennewick,99336,WA,Lindsey Lenox,46.226383,-119.239887,http://maps.google.com/maps?&z=10&q=46.2263826+-119.23988689999999&ll=46.2263826+-119.23988689999999,
